"","TREATMENT","M_SNC_MST_RCNT_ACT_OPN","TOT_HI_CRDT_CRDT_LMT","RATIO_BAL_TO_HI_CRDT","AGRGT_BAL_ALL_XCLD_MRTG","N_OF_SATISFY_FNC_REV_ACTS","AVG_BAL_ALL_FNC_REV_ACTS","N_BANK_INSTLACTS","M_SNCOLDST_BNKINSTL_ACTOPN","N_FNC_INSTLACTS","N_SATISFY_INSTL_ACTS","M_SNC_MSTREC_INSTL_TRD_OPN","TOT_INSTL_HI_CRDT_CRDT_LMT","M_SNC_OLDST_MRTG_ACT_OPN","M_SNC_MSTRCNT_MRTG_ACT_UPD","M_SNC_MST_RCNT_MRTG_DEAL","N30D_ORWRS_RTNG_MRTG_ACTS","N_OF_MRTG_ACTS_DLINQ_24M","N_SATISFY_PRSNL_FNC_ACTS","RATIO_PRSNL_FNC_BAL2HICRDT","TOT_OTHRFIN_HICRDT_CRDTLMT","N_SATISFY_OIL_NATIONL_ACTS","M_SNCOLDST_OIL_NTN_TRD_OPN","N_BC_ACTS_OPN_IN_12M","N_BC_ACTS_OPN_IN_24M","AVG_BAL_ALL_PRM_BC_ACTS","N_RETAIL_ACTS_OPN_IN_24M","M_SNC_OLDST_RETAIL_ACT_OPN","RATIO_RETAIL_BAL2HI_CRDT","TOT_BAL_ALL_DPT_STORE_ACTS","N_30D_RATINGS","N_120D_RATINGS","N_30D_AND_60D_RATINGS","N_ACTS_WITH_MXD_3_IN_24M","N_ACTS_WITH_MXD_4_IN_24M","PRCNT_OF_ACTS_NEVER_DLQNT","N_ACTS_90D_PLS_LTE_IN_6M","TOT_NOW_LTE","N_DEROG_PUB_RECS","N_INQUIRIES","N_FNC_ACTS_VRFY_IN_12M","N_OPEN_REV_ACTS","N_FNC_ACTS_OPN_IN_12M","HI_RETAIL_CRDT_LMT","N_PUB_REC_ACT_LINE_DEROGS","M_SNC_MST_RCNT_60_DAY_RTNG","N_DISPUTED_ACTS","AUTO_HI_CRDT_2_ACTUAL","MRTG_1_MONTHLY_PAYMENT","MRTG_2_CURRENT_BAL","PREM_BANKCARD_CRED_LMT","STUDENT_HI_CRED_RANGE","AUTO_2_OPEN_DATE_YRS","MAX_MRTG_CLOSE_DATE","UPSCALE_OPEN_DATE_YRS","STUDENT_OPEN_DATE_YRS","FNC_CARD_OPEN_DATE_YRS","AGE","D_DEPTCARD","D_REGION_A","D_REGION_B","D_REGION_C","D_NA_M_SNC_MST_RCNT_ACT_OPN","D_NA_AVG_BAL_ALL_FNC_REV_ACTS","D_NA_M_SNCOLDST_BNKINSTL_ACTOPN","D_NA_M_SNC_OLDST_MRTG_ACT_OPN","D_NA_M_SNC_MST_RCNT_MRTG_DEAL","D_NA_RATIO_PRSNL_FNC_BAL2HICRDT","PURCHASE","UNIQUE_ID"
"67627",0,47,69275,62.8,392,0,1767.19720263553,0,99.7895825049702,1,0,85,0,104,0,0,3,1,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,2,0,0,0,16.7,3,19755,3,8,1,3,0,0,6,0,0,0,659,0,0,0,2.33854038383041,3.95616438356164,7.48136906265982,2.47417142158413,1.28373307817375,59,0,1,0,0,0,1,1,0,0,1,0,9469
"90448",1,31,121300,0.5,98,0,1767.19720263553,4,136,0,0,75,0,65,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,49,0,319,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,0,21.1226750686045,0,0,904,0,10200,0,2.33854038383041,4.87123287671233,7.48136906265982,2.47417142158413,1.28373307817375,51,0,0,0,0,0,1,0,0,1,1,1,9470
"75486",0,22,167155,9.7,9330,0,1767.19720263553,5,175,2,2,25,32155,165,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,1,314,0.2,28,0,0,0,0,0,100,0,0,0,2,0,15,0,6000,0,21.1226750686045,0,0,553,0,25000,0,2.33854038383041,0.619178082191781,2.87054420241036,2.47417142158413,1.28373307817375,41,1,0,0,0,0,1,0,0,1,1,0,9471
"78875",0,25,249800,5.1,35063,0,1767.19720263553,1,220,1,0,103,0,52,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,0,362,1.1,64,4,0,4,0,0,93.7,0,0,0,0,0,11,0,3000,0,36,0,0,735,31782,20000,0,2.33854038383041,3.16229464726075,3.53766749008159,2.47417142158413,1.28373307817375,48,1,1,0,0,0,1,0,0,1,1,0,9472
"20604",1,2,270522,71.2,114430,2,2328,1,19,3,2,19,33473,63,1,25.8628775834658,0,0,0,51.7304117647059,30942,0,186.509424603175,1,4,8550,1,15,45,450,0,0,0,0,0,100,0,0,0,3,2,13,0,1000,0,21.1226750686045,0,22900,0,125819,15000,0,3.7041095890411,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,61,1,0,1,0,0,0,0,0,1,1,0,9473
"57756",1,9,1200,0,0,1,0,0,99.7895825049702,2,0,20,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,2,13,0,0,0,0,0,0,0,100,0,0,0,2,1,3,1,500,0,21.1226750686045,0,0,0,0,0,4,2.33854038383041,3.16229464726075,7.48136906265982,-0.167123287671233,1.28373307817375,42,1,1,0,0,0,0,1,1,1,1,0,9474
"95445",0,6,137324,17.7,24307,0,1767.19720263553,1,97,3,2,6,36989,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,50.3,12851,2,296,0,0,49,0,426,0.3,85,0,0,0,0,0,96.4,0,0,0,0,2,17,1,10000,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,57,0,0,0,0,0,1,0,1,1,0,1,9475
"56165",1,19,617695,18.7,21655,1,1767.19720263553,0,99.7895825049702,4,1,19,21995,166,0,25.8628775834658,0,0,1,51.7304117647059,21995,0,186.509424603175,0,0,1153,0,100,0,0,0,0,0,0,0,96,0,0,0,0,1,7,0,2000,0,21.1226750686045,0,0,3631,0,25000,0,2.33854038383041,3.87671232876712,7.48136906265982,2.47417142158413,1.28373307817375,31,0,0,0,1,0,1,1,0,1,1,0,9476
"14934",1,50,247200,0.2,9609,2,0,2,117,5,0,62,0,96,1,25.8628775834658,0,0,0,51.7304117647059,172200,0,186.509424603175,0,0,3203,0,96,0,0,0,0,0,0,0,100,0,0,0,0,3,10,0,5600,0,21.1226750686045,0,0,1351,0,40000,0,2.33854038383041,2.45205479452055,4.78630136986301,2.47417142158413,1.28373307817375,85,1,0,1,0,0,0,0,0,1,1,0,9477
"81913",1,25,55324,83.4,46133,0,1767.19720263553,1,25,0,5,25,53624,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,1,0,1,0,0,80,0,0,0,0,0,2,0,0,1,69,0,0,0,0,0,9,2.33854038383041,3.16229464726075,7.48136906265982,0,1.28373307817375,66,0,0,0,0,0,1,0,1,1,1,0,9478
"63867",0,5,76226,45.4,34636,0,1767.19720263553,2,108,3,1,27,29726,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,2,3,2520,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,1,0,4,0,0,0,21.1226750686045,0,28503,0,0,25000,0,3.61917808219178,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,38,0,0,0,0,0,1,0,1,1,1,0,9479
"31750",1,55,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,4,0,55,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,71,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,1,0,2,0,0,37.5,0,0,1,2,0,0,0,0,5,51,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,42,0,0,0,0,0,1,1,1,1,1,0,9480
"43348",1,1,2e+05,3.3,51773,0,1767.19720263553,0,99.7895825049702,2,0,39,0,173,0,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,1,418,1,258,0,0,1,0,2,1,0,92.9,0,0,0,2,0,9,0,500,0,22,0,0,716,35295,11500,0,2.33854038383041,3.16229464726075,3.62739726027397,2.47417142158413,1.28373307817375,100,1,0,1,0,0,1,1,0,1,1,1,9481
"74654",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,2,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,29,0,0,0,1,1,1,1,1,1,1,0,9482
"86210",1,8,99400,17.4,871,1,871,1,134,0,0,134,0,363,1,25.8628775834658,0,0,0,51.7304117647059,23000,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,2,2,1,1,0,0,21.1226750686045,0,0,353,57079,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,48,0,1,0,0,0,0,0,0,1,1,0,9483
"55147",0,3,33694,59.8,15959,1,0,0,99.7895825049702,1,1,19,19294,41,1,25.8628775834658,0,0,0,51.7304117647059,19294,0,186.509424603175,0,0,2494.41434114311,2,57,6.2,181,0,0,0,0,0,100,0,0,0,2,2,4,1,1000,0,21.1226750686045,0,0,58,117429,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,66,1,1,0,0,0,0,1,0,1,1,0,9484
"29050",1,72,500,0,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,1,38,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,83,0,0,1,0,0,1,1,1,1,1,0,9485
"36643",1,4,151106,10.3,5248,1,634,1,11,1,1,11,19006,75,1,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,1,315,0.7,70,0,0,0,0,0,100,0,0,0,3,1,9,1,4000,0,21.1226750686045,0,0,796,0,10600,0,2.33854038383041,0.953424657534247,5.86849315068493,2.47417142158413,1.28373307817375,62,1,0,1,0,0,0,0,0,1,1,0,9486
"41030",0,20,43567,2.3,990,0,1767.19720263553,1,60,0,1,60,13767,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,1,0,0,161,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,3,0,0,0,21.1226750686045,0,0,0,0,15000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,32,0,0,0,0,0,1,0,1,1,1,0,9487
"72677",0,14,390,100,390,1,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,100,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,50,1,390,0,2,1,1,0,0,15,1,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,42,0,0,1,0,0,1,1,1,1,0,0,9488
"35169",0,4,28416,93.8,26664,0,1767.19720263553,4,51,1,5,4,27216,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,96,0,0,186.509424603175,1,1,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,1,1,1,1,0,0,21.1226750686045,0,0,0,0,0,5,2.33854038383041,3.16229464726075,7.48136906265982,1.33424657534247,0.372602739726027,83,0,0,1,0,0,1,0,1,1,0,0,9489
"2290",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,1,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,78,0,0,1,0,1,1,1,1,1,1,0,9490
"82708",1,2,20875,98.8,20630,0,1767.19720263553,1,3,0,1,3,20075,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,1,2494.41434114311,1,5,5.3,0,0,0,0,0,0,100,0,0,0,0,0,2,0,300,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,45,0,0,0,0,0,1,0,1,1,1,0,9491
"42642",1,76,13500,21.7,2923,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,1,0,3,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,39,1,0,1,0,0,1,1,1,1,1,1,9492
"72051",0,1,133455,15.2,10204,4,946,0,99.7895825049702,1,0,115,0,45,0,25.8628775834658,0,0,1,0,3900,0,186.509424603175,1,2,138,0,234,29,891,2,0,2,0,0,96.3,0,0,0,2,4,16,1,2000,8,21.1226750686045,0,0,641,16643,0,0,2.33854038383041,3.16229464726075,4.78630136986301,2.47417142158413,1.28373307817375,44,1,0,1,0,0,0,1,0,1,0,0,9493
"27633",1,1,65900,3.3,1361,1,0,0,99.7895825049702,3,0,56,0,167,0,25.8628775834658,0,0,1,0,0,0,186.509424603175,3,3,513,0,160,4.7,305,3,0,3,0,0,95.3,0,0,0,7,1,14,0,3000,0,21.1226750686045,0,0,368,0,10000,0,2.33854038383041,2.53972602739726,2.78630136986301,2.47417142158413,1.28373307817375,34,1,0,0,0,0,0,1,0,1,0,0,9494
"70636",1,50,3600,28.3,1020,1,1020,0,99.7895825049702,1,0,79,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,36.4,0,0,186.509424603175,0,0,2494.41434114311,0,102,0,0,10,3,12,1,0,33.3,0,0,0,5,1,3,0,500,2,6,0,0,0,0,0,0,2.33854038383041,3.16229464726075,8.53424657534247,2.47417142158413,1.28373307817375,61,1,0,1,0,0,0,1,1,1,0,0,9495
"75198",0,38,65747,54.3,2308,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,40,0,5,2,2,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,4,0,4,0,0,33.3,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,510,0,0,0,2.33854038383041,0.704109589041096,7.48136906265982,2.47417142158413,1.28373307817375,79,0,0,0,0,0,1,1,0,0,1,0,9496
"28525",0,5,8627,94,8107,0,1767.19720263553,0,99.7895825049702,1,1,5,8627,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,1,5,1,0,1,0,21,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,54,0,1,0,0,0,1,1,1,1,1,0,9497
"38987",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,1,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,42,0,0,0,1,1,1,1,1,1,1,0,9498
"97408",1,11,169163,45,41423,3,11177,0,99.7895825049702,3,2,11,23597,119,1,25.8628775834658,0,0,0,51.7304117647059,131163,0,186.509424603175,0,1,349,0,289,4.7,233,0,0,0,0,0,100,0,0,0,0,5,10,1,4000,0,21.1226750686045,0,7024,131,65252,10400,0,1.7041095890411,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,52,1,0,0,1,0,0,1,0,1,1,1,9499
"9295",0,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,54,0,0,0,0,1,1,1,1,1,1,0,9500
"60997",0,38,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,1,0,103,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,3,32,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,65,0,0,1,0,0,1,1,1,1,1,0,9501
"42172",0,4,240449,32.9,57571,3,0,1,113,5,1,14,40199,363,1,25.8628775834658,0,0,1,0,185349,0,186.509424603175,2,4,9894,2,173,11.4912303766143,0,9,0,9,0,0,91.7,0,0,0,6,5,13,0,0,0,21.1226750686045,0,0,1124,0,15000,0,2.33854038383041,2.86849315068493,7.48136906265982,2.47417142158413,1.28373307817375,52,0,1,0,0,0,0,0,0,1,0,1,9502
"79936",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,22,0,0,0,1,1,1,1,1,1,1,0,9503
"38712",1,76,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,1,0,124,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,46,0,1,0,0,0,1,1,1,1,1,0,9504
"53789",1,11,76112,68.3,51957,1,1767.19720263553,1,12,1,2,12,42012,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,69,0,0,186.509424603175,1,1,6896,2,141,16.2,454,1,0,1,0,0,93.3,0,0,0,3,1,11,0,4600,1,21.1226750686045,0,24125,0,0,10000,0,2.03835616438356,3.16229464726075,1.87671232876712,2.47417142158413,2.03835616438356,55,1,0,0,1,0,1,0,1,1,0,0,9505
"91422",0,13,109000,2,2146,1,0,1,47,0,0,47,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,1,358,0,444,0,0,0,0,0,0,0,100,0,0,0,1,1,11,0,2000,0,21.1226750686045,0,0,0,0,12000,0,2.33854038383041,3.16229464726075,3.45570027696684,2.47417142158413,1.28373307817375,39,1,0,0,0,0,0,0,1,1,1,1,9506
"22940",1,135,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,135,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,50,0,0,1,0,0,1,1,1,1,1,0,9507
"83143",0,1,1078388,14.6,249676,0,1767.19720263553,2,74,3,1,8,50116,266,0,25.8628775834658,0,0,0,51.7304117647059,380000,0,186.509424603175,1,2,0,0,472,0,0,2,0,2,0,0,95.7,0,0,0,5,1,7,0,4500,0,21.1226750686045,0,56229,1578,95045,0,0,4.62465753424657,3.16229464726075,24.8712328767123,2.47417142158413,1.28373307817375,39,1,1,0,0,0,1,0,0,1,1,0,9508
"28147",0,12,158869,10.5,22879,1,0,3,113,0,1,53,34169,133,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,400,0,186.509424603175,0,0,0,1,194,0,0,0,0,0,0,0,100,0,0,0,1,1,15,0,7000,0,21.1226750686045,0,0,64,0,15000,0,2.33854038383041,1.03835616438356,11.4557002769668,2.47417142158413,1.28373307817375,75,1,0,0,0,0,0,0,0,1,1,0,9509
"14479",1,7,206843,3,2489,0,1767.19720263553,0,99.7895825049702,2,0,40,0,113,1,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,1,489,2,144,0.7,42,0,0,0,0,0,100,0,0,0,0,0,14,0,2500,0,21.1226750686045,0,0,998,0,13600,0,2.33854038383041,4.7041095890411,-0.295890410958904,2.47417142158413,1.28373307817375,44,1,0,1,0,0,1,1,0,1,1,0,9510
"1029",0,13,6600,0,0,1,0,0,99.7895825049702,1,0,103,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,1,0,0,0,186.509424603175,0,0,2494.41434114311,0,80,0,0,2,0,2,0,0,60,0,0,0,0,1,4,0,100,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,63,1,1,0,0,0,0,1,1,1,0,0,9511
"36006",0,21,347925,0,0,1,0,0,99.7895825049702,0,0,41.7901907356948,0,46,0,25.8628775834658,0,0,0,51.7304117647059,4000,0,186.509424603175,0,0,0,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,3,1,2,0,0,0,21.1226750686045,0,0,256,0,20000,0,2.33854038383041,0.287671232876712,7.48136906265982,2.47417142158413,1.28373307817375,63,0,1,0,0,0,0,1,0,1,1,0,9512
"5155",1,4,64556,41.9,15113,2,86,10,154,4,3,4,29064,93,1,25.8628775834658,0,0,1,0,28411,0,186.509424603175,0,0,2494.41434114311,0,75,11.4912303766143,0,0,0,0,0,0,78.6,0,0,0,2,4,4,1,0,1,34,0,11110,164,3117,0,0,3.29041095890411,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,48,0,0,0,1,0,0,0,0,1,0,0,9513
"43129",0,4,13541,38.2,5178,1,1767.19720263553,1,71,7,0,29,0,73,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,3,3,2494.41434114311,1,241,43.4,4122,0,0,5,0,1,89.2,0,0,1,13,0,8,0,9500,4,16,0,0,888,0,0,0,2.33854038383041,3.62739726027397,7.48136906265982,2.47417142158413,1.28373307817375,34,1,1,0,0,0,1,0,0,1,1,1,9514
"21183",0,13,293737,63.1,167527,2,0,0,99.7895825049702,3,1,37,101957,37,0,25.8628775834658,0,0,1,0,400,1,120,0,1,56988,2,98,0,0,3,0,5,1,1,90,0,0,0,1,2,11,0,500,0,3,0,0,1029,91741,60000,7,2.33854038383041,3.16229464726075,1.37260273972603,3.74794520547945,1.28373307817375,27,1,1,0,0,0,0,1,0,1,0,0,9515
"80627",0,344,700,0,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,91,0,0,0,0,0,1,1,1,1,1,0,9516
"15282",1,7,51000,6.3,3212,0,1767.19720263553,0,99.7895825049702,3,0,73,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,2,1071,0,384,0,0,1,0,1,0,0,93.3,0,0,0,0,0,8,0,500,0,21.1226750686045,0,0,0,0,10000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,42,1,0,1,0,0,1,1,1,1,1,0,9517
"73518",0,40,25700,0,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,0,0,132,11.4912303766143,0,0,0,0,0,0,100,0,0,0,0,0,3,0,0,0,21.1226750686045,0,0,0,0,20000,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,28,0,0,1,0,0,1,1,1,1,1,0,9518
"75894",1,29.8833914790147,0,36.0950602704023,0,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,0,0,0,0,0,80.8148682071938,0,0,0,0,0,0,0,0,1,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,24,0,0,0,0,1,1,1,1,1,1,0,9519
"49799",0,4,70821,2.6,1815,2,214,0,99.7895825049702,0,0,41.7901907356948,0,139,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,1300,0,186.509424603175,1,3,347,1,93,0,0,0,0,0,0,0,100,0,0,0,1,2,11,0,2000,0,21.1226750686045,0,0,695,0,13500,0,2.33854038383041,5.53424657534247,5.20547945205479,2.47417142158413,1.28373307817375,41,1,0,0,0,0,0,1,0,1,1,0,9520
"65223",0,7,502,100,502,0,1767.19720263553,0,99.7895825049702,0,0,41.7901907356948,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,1,1,2494.41434114311,0,164.238899803536,11.4912303766143,0,1,0,2,0,1,0,1,46,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,28,0,0,0,0,0,1,1,1,1,1,0,9521
"65013",1,55,0,36.0950602704023,0,0,1767.19720263553,1,55,0,0,55,0,138.96011816839,0.664687749743121,25.8628775834658,0,0,0,51.7304117647059,0,0,186.509424603175,0,0,2494.41434114311,0,164.238899803536,11.4912303766143,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.1226750686045,0,0,0,0,0,0,2.33854038383041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,30,0,0,0,1,0,1,0,1,1,1,0,9522
"59453",0,9,71214,86.9,61903,0,1767.19720263553,7,129,1,3,9,62914,63,0.664687749743121,58,2,0,0,51.7304117647059,29509,0,186.509424603175,0,0,7279,0,135,11.4912303766143,0,2,0,2,0,0,92.9,0,0,0,0,1,3,1,0,0,21.1226750686045,0,4075,242,44956,0,0,3.78904109589041,3.16229464726075,7.48136906265982,2.47417142158413,1.28373307817375,82,0,0,0,1,0,1,0,0,0,1,0,9523
